<<<<<<< HEAD
﻿report_id,category,latitude,longitude,timestamp,user_grade,user_weight,ai_confidence,status,extracted_text,final_trust_score,earned_points,earned_contribution
RPT-2026-058,불법 주차,34.967389440476374,127.47603623103006,2026-03-30 14:02:08.000000,Platinum,3.0,0.9470418982934208,확정,,0.0,100,10
RPT-2026-059,불법 주차,34.96720502082732,127.47830163692932,2026-03-30 14:31:00.000000,Platinum,3.0,0.7433525529648891,확정,,0.0,100,10
RPT-2026-060,재난,34.96597319366786,127.4842033896912,2026-03-30 13:50:07.000000,Iron,1.0,0.0,신규,,1.0,0,0
RPT-2026-061,불법 주차,34.9665488096482,127.47752991012725,2026-03-30 14:40:54.000000,Bronze,1.2,0.5503445373882013,확정,,0.0,100,10
RPT-2026-062,재난,34.966936092336425,127.4849933584532,2026-03-30 14:23:43.000000,Silver,1.5,0.0,신규,,1.5,0,0
RPT-2026-063,공사 구역,34.96916262454802,127.48431515446138,2026-03-30 14:03:49.000000,Iron,1.0,0.0,신규,,1.0,0,0
RPT-2026-064,재난,34.96847673470883,127.48359642161078,2026-03-30 13:44:40.000000,Iron,1.0,0.0,신규,,1.0,0,0
RPT-2026-065,교내 위험물,34.96711415144471,127.47733407785891,2026-03-30 13:46:57.000000,Platinum,3.0,0.0,확정,,3.0,100,10
RPT-2026-066,공사 구역,34.96547189498856,127.48079588098224,2026-03-30 14:00:48.000000,Platinum,3.0,0.0,확정,,3.0,100,10
RPT-2026-067,공사 구역,34.967452593394434,127.47514311019174,2026-03-30 14:22:10.000000,Platinum,3.0,0.0,확정,,3.0,100,10
RPT-2026-068,공사 구역,34.96654066051734,127.48088777399536,2026-03-30 13:52:28.000000,Platinum,3.0,0.0,확정,,4.0,100,10
RPT-2026-069,불법 주차,34.96840735353566,127.48249401100996,2026-03-30 14:02:32.000000,Iron,1.0,0.5885435961096045,확정,,0.0,100,10
RPT-2026-070,교내 위험물,34.9652031031491,127.47690258390936,2026-03-30 14:08:03.000000,Gold,2.0,0.0,신규,,2.0,0,0
RPT-2026-071,공사 구역,34.966435805604455,127.48310514392948,2026-03-30 14:09:25.000000,Gold,2.0,0.0,신규,,2.0,0,0
RPT-2026-072,교내 위험물,34.966997683223745,127.47716539162283,2026-03-30 13:43:01.000000,Bronze,1.2,0.0,신규,,1.2,0,0
RPT-2026-073,시설물 파손,34.96516354552261,127.48294476561486,2026-03-30 14:09:00.000000,Silver,1.5,0.0,신규,,1.5,0,0
RPT-2026-074,시설물 파손,34.96800588111357,127.48129475668505,2026-03-30 13:41:40.000000,Gold,2.0,0.0,신규,,2.0,0,0
RPT-2026-075,시설물 파손,34.965681378348805,127.4787066395728,2026-03-30 13:48:43.000000,Silver,1.5,0.0,신규,,1.5,0,0
RPT-2026-076,불법 주차,34.9690524060293,127.48072995719912,2026-03-30 13:58:01.000000,Iron,1.0,0.7319151324123973,확정,,0.0,100,10
RPT-2026-077,공사 구역,34.96712540311623,127.4824156873188,2026-03-30 14:17:46.000000,Gold,2.0,0.0,신규,,2.0,0,0
RPT-2026-078,재난,34.969396272283824,127.48254369660462,2026-03-30 14:01:31.000000,Bronze,1.2,0.0,신규,,1.2,0,0
RPT-2026-079,불법 주차,34.96899192334474,127.48481796111238,2026-03-30 14:30:02.000000,Gold,2.0,0.6681223170973228,확정,,0.0,100,10
RPT-2026-080,위험 운전,34.968970791042906,127.48482360737412,2026-03-30 14:20:03.000000,Gold,2.0,0.0,신규,,2.0,0,0
RPT-2026-081,교내 위험물,34.96951059486526,127.47528898240128,2026-03-30 14:16:41.000000,Silver,1.5,0.0,신규,,1.5,0,0
RPT-2026-082,불법 주차,34.96631186976577,127.48380474603636,2026-03-30 14:35:31.000000,Bronze,1.2,0.7837717713803436,확정,,0.0,100,10
RPT-2026-083,공사 구역,34.96949529140045,127.47827007013504,2026-03-30 14:07:35.000000,Silver,1.5,0.0,신규,,1.5,0,0
RPT-2026-084,공사 구역,34.96679870006817,127.47589899718274,2026-03-30 13:51:29.000000,Platinum,3.0,0.0,확정,,3.0,100,10
RPT-2026-085,재난,34.96597074102155,127.4765899514336,2026-03-30 13:51:22.000000,Iron,1.0,0.0,신규,,1.0,0,0
RPT-2026-086,위험 운전,34.96711929020206,127.47710236853833,2026-03-30 13:45:31.000000,Bronze,1.2,0.0,신규,,1.2,0,0
RPT-2026-087,교내 위험물,34.96597488280431,127.47513046270171,2026-03-30 14:07:56.000000,Platinum,3.0,0.0,확정,,3.0,100,10
