<<<<<<< HEAD
﻿report_id,category,latitude,longitude,timestamp,user_grade,user_weight,ai_confidence,status,extracted_text
RPT-2026-040,공사 구역,34.96927973194723,127.4818972559313,2026-04-01 19:35:52.000000,Silver,1.5,0.0,신규,
RPT-2026-041,시설물 파손,34.969348324697414,127.47835354341728,2026-04-01 19:26:27.000000,Gold,2.0,0.0,신규,
RPT-2026-042,재난,34.967109634030976,127.47533587336852,2026-04-01 18:55:58.000000,Bronze,1.2,0.0,신규,
RPT-2026-043,공사 구역,34.96913785343211,127.48250278767948,2026-04-01 18:43:15.000000,Gold,2.0,0.0,신규,
RPT-2026-044,공사 구역,34.96762078425477,127.48024969089883,2026-04-01 18:57:20.000000,Gold,2.0,0.0,신규,
RPT-2026-045,위험 운전,34.965768500547654,127.47508733864215,2026-04-01 18:42:30.000000,Silver,1.5,0.0,신규,
RPT-2026-046,시설물 파손,34.967818095626896,127.48096268768185,2026-04-01 19:30:09.000000,Platinum,3.0,0.0,신규,
RPT-2026-047,위험 운전,34.96977951570099,127.47607221176926,2026-04-01 18:53:14.000000,Gold,2.0,0.0,신규,
RPT-2026-048,교내 위험물,34.969469328293115,127.47859389649652,2026-04-01 19:12:39.000000,Gold,2.0,0.0,신규,
RPT-2026-049,위험 운전,34.968617020194245,127.48010407920883,2026-04-01 18:41:53.000000,Platinum,3.0,0.0,신규,
RPT-2026-050,공사 구역,34.968476683391124,127.48092099842636,2026-04-01 19:28:45.000000,Silver,1.5,0.0,신규,
RPT-2026-051,시설물 파손,34.96535820035201,127.48288629200557,2026-04-01 18:46:17.000000,Bronze,1.2,0.0,신규,
RPT-2026-052,재난,34.96749188662054,127.47655278580638,2026-04-01 19:06:59.000000,Bronze,1.2,0.0,신규,
RPT-2026-053,위험 운전,34.96997860214731,127.47850495751172,2026-04-01 19:39:07.000000,Silver,1.5,0.0,신규,
RPT-2026-054,재난,34.968131825166,127.47761416211691,2026-04-01 18:56:07.000000,Silver,1.5,0.0,신규,
RPT-2026-055,교내 위험물,34.96631563740456,127.47882379251212,2026-04-01 19:07:12.000000,Iron,1.0,0.0,신규,
RPT-2026-056,위험 운전,34.96936055107028,127.47830057094401,2026-04-01 19:35:31.000000,Platinum,3.0,0.0,신규,
RPT-2026-057,위험 운전,34.967773784860064,127.48286222419098,2026-04-01 19:25:12.000000,Silver,1.5,0.0,신규,
RPT-2026-058,교내 위험물,34.96751030443046,127.48328405619213,2026-04-01 19:32:22.000000,Platinum,3.0,0.0,신규,
RPT-2026-059,불법 주차,34.966420539102444,127.47934640351664,2026-04-01 18:56:31.000000,Gold,2.0,0.5683957921292206,신규,
RPT-2026-060,공사 구역,34.96790462746139,127.48166296287643,2026-04-01 19:17:16.000000,Silver,1.5,0.0,신규,
RPT-2026-061,공사 구역,34.969211659987984,127.47861023488943,2026-04-01 18:59:34.000000,Silver,1.5,0.0,신규,
RPT-2026-062,공사 구역,34.96723226613176,127.47585407148357,2026-04-01 19:28:39.000000,Bronze,1.2,0.0,신규,
RPT-2026-063,불법 주차,34.96928618824348,127.48219608445413,2026-04-01 18:45:53.000000,Platinum,3.0,0.9004647067655298,신규,
RPT-2026-064,재난,34.969274524104044,127.48243660623379,2026-04-01 19:36:11.000000,Silver,1.5,0.0,신규,
RPT-2026-065,위험 운전,34.965115260373935,127.48143310413496,2026-04-01 18:41:06.000000,Platinum,3.0,0.0,신규,
RPT-2026-066,재난,34.9690171922358,127.4760411988699,2026-04-01 19:20:13.000000,Silver,1.5,0.0,신규,
RPT-2026-067,위험 운전,34.96917289615551,127.48464116079111,2026-04-01 19:32:36.000000,Silver,1.5,0.0,신규,
RPT-2026-068,위험 운전,34.96823156899552,127.47702728247752,2026-04-01 19:11:37.000000,Gold,2.0,0.0,신규,
RPT-2026-069,재난,34.96866153080305,127.48297678107456,2026-04-01 19:29:10.000000,Gold,2.0,0.0,신규,
RPT-2026-070,공사 구역,34.965559786733195,127.48143048015761,2026-04-01 18:41:28.000000,Silver,1.5,0.0,신규,
RPT-2026-071,시설물 파손,34.969651259005566,127.48062548582641,2026-04-01 18:44:05.000000,Gold,2.0,0.0,신규,
RPT-2026-072,교내 위험물,34.96569311068465,127.48389445038954,2026-04-01 18:45:22.000000,Platinum,3.0,0.0,신규,
RPT-2026-073,위험 운전,34.969032149377284,127.47529380570727,2026-04-01 18:42:49.000000,Platinum,3.0,0.0,신규,
RPT-2026-074,시설물 파손,34.96679785433021,127.48036426288355,2026-04-01 18:44:55.000000,Platinum,3.0,0.0,신규,
RPT-2026-075,공사 구역,34.96593096925351,127.48224830256555,2026-04-01 19:01:09.000000,Iron,1.0,0.0,신규,
RPT-2026-076,교내 위험물,34.96750714789526,127.4809043729878,2026-04-01 18:59:47.000000,Gold,2.0,0.0,신규,
RPT-2026-077,위험 운전,34.96566017699415,127.47612763066135,2026-04-01 19:30:56.000000,Gold,2.0,0.0,신규,
RPT-2026-078,재난,34.96610739081081,127.47999382833261,2026-04-01 19:16:55.000000,Silver,1.5,0.0,신규,
RPT-2026-079,불법 주차,34.96946628901027,127.47829508523935,2026-04-01 19:25:39.000000,Bronze,1.2,0.5422003758767324,신규,
RPT-2026-080,교내 위험물,34.969970845821734,127.47593259318135,2026-04-01 19:21:08.000000,Silver,1.5,0.0,신규,
RPT-2026-081,불법 주차,34.96611454150221,127.48002295049231,2026-04-01 19:11:28.000000,Silver,1.5,0.8653297021683646,신규,
RPT-2026-082,위험 운전,34.96765874215118,127.47648527024913,2026-04-01 18:59:15.000000,Bronze,1.2,0.0,신규,
RPT-2026-083,시설물 파손,34.968814251273635,127.4787001811218,2026-04-01 18:47:13.000000,Platinum,3.0,0.0,신규,
RPT-2026-084,불법 주차,34.967754358841965,127.48463485429005,2026-04-01 19:38:59.000000,Bronze,1.2,0.5239917934130585,신규,
RPT-2026-085,교내 위험물,34.96821890326778,127.4771953892735,2026-04-01 19:05:05.000000,Platinum,3.0,0.0,신규,
RPT-2026-086,시설물 파손,34.96960532314797,127.48252966352807,2026-04-01 19:21:42.000000,Silver,1.5,0.0,신규,
RPT-2026-087,위험 운전,34.96526594624022,127.47748147740683,2026-04-01 19:37:04.000000,Bronze,1.2,0.0,신규,
RPT-2026-088,공사 구역,34.96527993944054,127.4823327734057,2026-04-01 19:02:32.000000,Iron,1.0,0.0,신규,
RPT-2026-089,재난,34.96993197091892,127.47711408477879,2026-04-01 19:15:58.000000,Iron,1.0,0.0,신규,
RPT-2026-090,불법 주차,34.9699689655741,127.47522316673991,2026-04-01 19:32:44.000000,Gold,2.0,0.8384137543283126,신규,
RPT-2026-091,재난,34.96854430799943,127.47899923683377,2026-04-01 18:51:29.000000,Gold,2.0,0.0,신규,
RPT-2026-092,불법 주차,34.9666518034179,127.47689806716213,2026-04-01 19:28:55.000000,Gold,2.0,0.5061417111384204,신규,
RPT-2026-093,위험 운전,34.966270245952,127.47842339342519,2026-04-01 19:04:40.000000,Iron,1.0,0.0,신규,
RPT-2026-094,재난,34.96517010264566,127.48476446057172,2026-04-01 18:42:28.000000,Iron,1.0,0.0,신규,
RPT-2026-095,교내 위험물,34.96565260540664,127.47635205224583,2026-04-01 19:26:19.000000,Gold,2.0,0.0,신규,
RPT-2026-096,시설물 파손,34.967363652800046,127.48257873969114,2026-04-01 19:02:37.000000,Platinum,3.0,0.0,신규,
RPT-2026-097,공사 구역,34.967486269170884,127.47520430635132,2026-04-01 19:30:12.000000,Silver,1.5,0.0,신규,
RPT-2026-098,불법 주차,34.9667852274952,127.47891054009662,2026-04-01 19:20:14.000000,Gold,2.0,0.6693904214040105,신규,
RPT-2026-099,재난,34.96830938582198,127.48105198670936,2026-04-01 19:02:07.000000,Platinum,3.0,0.0,신규,
SCN-A-0,시설물 파손,34.968,127.48,2026-04-01 19:40:03.441316,Platinum,3.0,0.0,신규,
SCN-A-1,시설물 파손,34.968,127.48,2026-04-01 19:35:03.441316,Platinum,3.0,0.0,신규,
SCN-A-2,시설물 파손,34.968,127.48,2026-04-01 19:30:03.441316,Platinum,3.0,0.0,신규,
SCN-B-SINGLE,불법 주차,34.969,127.481,2026-04-01 19:40:03.441316,Iron,1.0,0.4943,신규,193보2803
=======
﻿report_id,category,latitude,longitude,timestamp,user_grade,user_weight,ai_confidence,status,extracted_text
RPT-2026-000,위험 운전,34.9658985811842,127.47938101460316,2026-04-01 19:01:52.000000,Iron,1.0,0.0,신규,
RPT-2026-001,불법 주차,34.96866789194413,127.47943374197166,2026-04-01 19:29:16.000000,Silver,1.5,0.7566126843877101,신규,
RPT-2026-002,위험 운전,34.96595324457433,127.4809451825016,2026-04-01 19:12:44.000000,Iron,1.0,0.0,신규,
RPT-2026-003,재난,34.96878287104336,127.47813199325743,2026-04-01 19:36:27.000000,Gold,2.0,0.0,신규,
RPT-2026-004,위험 운전,34.969801331267135,127.48010777555737,2026-04-01 19:08:04.000000,Iron,1.0,0.0,신규,
RPT-2026-005,시설물 파손,34.9676968288727,127.48408605446691,2026-04-01 19:13:04.000000,Iron,1.0,0.0,신규,
RPT-2026-006,공사 구역,34.96937498002816,127.47714592724597,2026-04-01 19:06:18.000000,Platinum,3.0,0.0,신규,
RPT-2026-007,공사 구역,34.96504475532511,127.47599709835556,2026-04-01 19:37:52.000000,Gold,2.0,0.0,신규,
RPT-2026-008,재난,34.96546071974226,127.47617129476072,2026-04-01 19:16:25.000000,Bronze,1.2,0.0,신규,
RPT-2026-009,교내 위험물,34.96843829082289,127.48315390555756,2026-04-01 18:48:32.000000,Bronze,1.2,0.0,신규,
RPT-2026-010,불법 주차,34.96687706008269,127.47593819500271,2026-04-01 18:50:12.000000,Bronze,1.2,0.7712196655652539,신규,
RPT-2026-011,공사 구역,34.96839032163876,127.48472060726549,2026-04-01 19:28:47.000000,Iron,1.0,0.0,신규,
RPT-2026-012,재난,34.968319490651616,127.48198420313862,2026-04-01 19:30:33.000000,Bronze,1.2,0.0,신규,
RPT-2026-013,공사 구역,34.965040267228495,127.48346073033615,2026-04-01 19:06:11.000000,Silver,1.5,0.0,신규,
RPT-2026-014,재난,34.968169132415944,127.47604508488654,2026-04-01 19:33:28.000000,Gold,2.0,0.0,신규,
RPT-2026-015,시설물 파손,34.96560861832148,127.48483550844072,2026-04-01 19:29:50.000000,Iron,1.0,0.0,신규,
RPT-2026-016,재난,34.96953834655697,127.48416188817397,2026-04-01 19:16:30.000000,Platinum,3.0,0.0,신규,
RPT-2026-017,공사 구역,34.96947434977314,127.47821124444192,2026-04-01 18:59:05.000000,Bronze,1.2,0.0,신규,
RPT-2026-018,공사 구역,34.966173081856994,127.47640487611227,2026-04-01 18:47:30.000000,Silver,1.5,0.0,신규,
RPT-2026-019,위험 운전,34.96866216715717,127.48078907651397,2026-04-01 19:16:09.000000,Platinum,3.0,0.0,신규,
RPT-2026-020,공사 구역,34.96633507548614,127.47548167602332,2026-04-01 19:35:04.000000,Silver,1.5,0.0,신규,
RPT-2026-021,재난,34.96522923824357,127.48109468909941,2026-04-01 19:08:39.000000,Gold,2.0,0.0,신규,
RPT-2026-022,재난,34.96793064668971,127.47624019650581,2026-04-01 19:06:14.000000,Silver,1.5,0.0,신규,
RPT-2026-023,재난,34.965602549266755,127.4780637566765,2026-04-01 19:26:02.000000,Silver,1.5,0.0,신규,
RPT-2026-024,위험 운전,34.96856734478919,127.48417092024667,2026-04-01 18:45:42.000000,Platinum,3.0,0.0,신규,
RPT-2026-025,공사 구역,34.965818641335666,127.48029157677992,2026-04-01 19:24:29.000000,Bronze,1.2,0.0,신규,
RPT-2026-026,교내 위험물,34.969447371061584,127.4793452480567,2026-04-01 18:43:54.000000,Platinum,3.0,0.0,신규,
RPT-2026-027,재난,34.96629761932828,127.47523346641255,2026-04-01 18:44:36.000000,Bronze,1.2,0.0,신규,
RPT-2026-028,위험 운전,34.96590695935616,127.48231531001842,2026-04-01 19:09:06.000000,Silver,1.5,0.0,신규,
RPT-2026-029,시설물 파손,34.96584886113796,127.48142934618662,2026-04-01 18:49:26.000000,Silver,1.5,0.0,신규,
RPT-2026-030,공사 구역,34.96682029102343,127.48070184116082,2026-04-01 18:50:25.000000,Silver,1.5,0.0,신규,
RPT-2026-031,공사 구역,34.96894733209736,127.4816438388395,2026-04-01 19:13:32.000000,Gold,2.0,0.0,신규,
RPT-2026-032,시설물 파손,34.966695485532604,127.48101259606602,2026-04-01 19:38:34.000000,Platinum,3.0,0.0,신규,
RPT-2026-033,시설물 파손,34.96566578709322,127.47992288196268,2026-04-01 19:00:09.000000,Silver,1.5,0.0,신규,
RPT-2026-034,불법 주차,34.96628024375813,127.47520055333608,2026-04-01 18:49:32.000000,Bronze,1.2,0.5956345348066057,신규,
RPT-2026-035,재난,34.9670118241291,127.4847766362813,2026-04-01 19:24:07.000000,Silver,1.5,0.0,신규,
RPT-2026-036,위험 운전,34.96638416559271,127.4833179048149,2026-04-01 19:38:07.000000,Iron,1.0,0.0,신규,
RPT-2026-037,시설물 파손,34.96619060750593,127.4807679336452,2026-04-01 19:34:05.000000,Bronze,1.2,0.0,신규,
RPT-2026-038,불법 주차,34.96827423471905,127.47624496973935,2026-04-01 19:21:40.000000,Iron,1.0,0.5021498762796706,신규,
RPT-2026-039,교내 위험물,34.96887429193598,127.48144840680315,2026-04-01 18:46:59.000000,Iron,1.0,0.0,신규,
RPT-2026-040,공사 구역,34.96927973194723,127.4818972559313,2026-04-01 19:35:52.000000,Silver,1.5,0.0,신규,
RPT-2026-041,시설물 파손,34.969348324697414,127.47835354341728,2026-04-01 19:26:27.000000,Gold,2.0,0.0,신규,
RPT-2026-042,재난,34.967109634030976,127.47533587336852,2026-04-01 18:55:58.000000,Bronze,1.2,0.0,신규,
RPT-2026-043,공사 구역,34.96913785343211,127.48250278767948,2026-04-01 18:43:15.000000,Gold,2.0,0.0,신규,
RPT-2026-044,공사 구역,34.96762078425477,127.48024969089883,2026-04-01 18:57:20.000000,Gold,2.0,0.0,신규,
RPT-2026-045,위험 운전,34.965768500547654,127.47508733864215,2026-04-01 18:42:30.000000,Silver,1.5,0.0,신규,
RPT-2026-046,시설물 파손,34.967818095626896,127.48096268768185,2026-04-01 19:30:09.000000,Platinum,3.0,0.0,신규,
RPT-2026-047,위험 운전,34.96977951570099,127.47607221176926,2026-04-01 18:53:14.000000,Gold,2.0,0.0,신규,
RPT-2026-048,교내 위험물,34.969469328293115,127.47859389649652,2026-04-01 19:12:39.000000,Gold,2.0,0.0,신규,
RPT-2026-049,위험 운전,34.968617020194245,127.48010407920883,2026-04-01 18:41:53.000000,Platinum,3.0,0.0,신규,
RPT-2026-050,공사 구역,34.968476683391124,127.48092099842636,2026-04-01 19:28:45.000000,Silver,1.5,0.0,신규,
RPT-2026-051,시설물 파손,34.96535820035201,127.48288629200557,2026-04-01 18:46:17.000000,Bronze,1.2,0.0,신규,
RPT-2026-052,재난,34.96749188662054,127.47655278580638,2026-04-01 19:06:59.000000,Bronze,1.2,0.0,신규,
RPT-2026-053,위험 운전,34.96997860214731,127.47850495751172,2026-04-01 19:39:07.000000,Silver,1.5,0.0,신규,
RPT-2026-054,재난,34.968131825166,127.47761416211691,2026-04-01 18:56:07.000000,Silver,1.5,0.0,신규,
RPT-2026-055,교내 위험물,34.96631563740456,127.47882379251212,2026-04-01 19:07:12.000000,Iron,1.0,0.0,신규,
RPT-2026-056,위험 운전,34.96936055107028,127.47830057094401,2026-04-01 19:35:31.000000,Platinum,3.0,0.0,신규,
RPT-2026-057,위험 운전,34.967773784860064,127.48286222419098,2026-04-01 19:25:12.000000,Silver,1.5,0.0,신규,
RPT-2026-058,교내 위험물,34.96751030443046,127.48328405619213,2026-04-01 19:32:22.000000,Platinum,3.0,0.0,신규,
RPT-2026-059,불법 주차,34.966420539102444,127.47934640351664,2026-04-01 18:56:31.000000,Gold,2.0,0.5683957921292206,신규,
RPT-2026-060,공사 구역,34.96790462746139,127.48166296287643,2026-04-01 19:17:16.000000,Silver,1.5,0.0,신규,
RPT-2026-061,공사 구역,34.969211659987984,127.47861023488943,2026-04-01 18:59:34.000000,Silver,1.5,0.0,신규,
RPT-2026-062,공사 구역,34.96723226613176,127.47585407148357,2026-04-01 19:28:39.000000,Bronze,1.2,0.0,신규,
RPT-2026-063,불법 주차,34.96928618824348,127.48219608445413,2026-04-01 18:45:53.000000,Platinum,3.0,0.9004647067655298,신규,
RPT-2026-064,재난,34.969274524104044,127.48243660623379,2026-04-01 19:36:11.000000,Silver,1.5,0.0,신규,
RPT-2026-065,위험 운전,34.965115260373935,127.48143310413496,2026-04-01 18:41:06.000000,Platinum,3.0,0.0,신규,
RPT-2026-066,재난,34.9690171922358,127.4760411988699,2026-04-01 19:20:13.000000,Silver,1.5,0.0,신규,
RPT-2026-067,위험 운전,34.96917289615551,127.48464116079111,2026-04-01 19:32:36.000000,Silver,1.5,0.0,신규,
RPT-2026-068,위험 운전,34.96823156899552,127.47702728247752,2026-04-01 19:11:37.000000,Gold,2.0,0.0,신규,
RPT-2026-069,재난,34.96866153080305,127.48297678107456,2026-04-01 19:29:10.000000,Gold,2.0,0.0,신규,
RPT-2026-070,공사 구역,34.965559786733195,127.48143048015761,2026-04-01 18:41:28.000000,Silver,1.5,0.0,신규,
RPT-2026-071,시설물 파손,34.969651259005566,127.48062548582641,2026-04-01 18:44:05.000000,Gold,2.0,0.0,신규,
RPT-2026-072,교내 위험물,34.96569311068465,127.48389445038954,2026-04-01 18:45:22.000000,Platinum,3.0,0.0,신규,
RPT-2026-073,위험 운전,34.969032149377284,127.47529380570727,2026-04-01 18:42:49.000000,Platinum,3.0,0.0,신규,
RPT-2026-074,시설물 파손,34.96679785433021,127.48036426288355,2026-04-01 18:44:55.000000,Platinum,3.0,0.0,신규,
RPT-2026-075,공사 구역,34.96593096925351,127.48224830256555,2026-04-01 19:01:09.000000,Iron,1.0,0.0,신규,
RPT-2026-076,교내 위험물,34.96750714789526,127.4809043729878,2026-04-01 18:59:47.000000,Gold,2.0,0.0,신규,
RPT-2026-077,위험 운전,34.96566017699415,127.47612763066135,2026-04-01 19:30:56.000000,Gold,2.0,0.0,신규,
RPT-2026-078,재난,34.96610739081081,127.47999382833261,2026-04-01 19:16:55.000000,Silver,1.5,0.0,신규,
RPT-2026-079,불법 주차,34.96946628901027,127.47829508523935,2026-04-01 19:25:39.000000,Bronze,1.2,0.5422003758767324,신규,
RPT-2026-080,교내 위험물,34.969970845821734,127.47593259318135,2026-04-01 19:21:08.000000,Silver,1.5,0.0,신규,
RPT-2026-081,불법 주차,34.96611454150221,127.48002295049231,2026-04-01 19:11:28.000000,Silver,1.5,0.8653297021683646,신규,
RPT-2026-082,위험 운전,34.96765874215118,127.47648527024913,2026-04-01 18:59:15.000000,Bronze,1.2,0.0,신규,
RPT-2026-083,시설물 파손,34.968814251273635,127.4787001811218,2026-04-01 18:47:13.000000,Platinum,3.0,0.0,신규,
RPT-2026-084,불법 주차,34.967754358841965,127.48463485429005,2026-04-01 19:38:59.000000,Bronze,1.2,0.5239917934130585,신규,
RPT-2026-085,교내 위험물,34.96821890326778,127.4771953892735,2026-04-01 19:05:05.000000,Platinum,3.0,0.0,신규,
RPT-2026-086,시설물 파손,34.96960532314797,127.48252966352807,2026-04-01 19:21:42.000000,Silver,1.5,0.0,신규,
RPT-2026-087,위험 운전,34.96526594624022,127.47748147740683,2026-04-01 19:37:04.000000,Bronze,1.2,0.0,신규,
RPT-2026-088,공사 구역,34.96527993944054,127.4823327734057,2026-04-01 19:02:32.000000,Iron,1.0,0.0,신규,
RPT-2026-089,재난,34.96993197091892,127.47711408477879,2026-04-01 19:15:58.000000,Iron,1.0,0.0,신규,
RPT-2026-090,불법 주차,34.9699689655741,127.47522316673991,2026-04-01 19:32:44.000000,Gold,2.0,0.8384137543283126,신규,
RPT-2026-091,재난,34.96854430799943,127.47899923683377,2026-04-01 18:51:29.000000,Gold,2.0,0.0,신규,
RPT-2026-092,불법 주차,34.9666518034179,127.47689806716213,2026-04-01 19:28:55.000000,Gold,2.0,0.5061417111384204,신규,
RPT-2026-093,위험 운전,34.966270245952,127.47842339342519,2026-04-01 19:04:40.000000,Iron,1.0,0.0,신규,
RPT-2026-094,재난,34.96517010264566,127.48476446057172,2026-04-01 18:42:28.000000,Iron,1.0,0.0,신규,
RPT-2026-095,교내 위험물,34.96565260540664,127.47635205224583,2026-04-01 19:26:19.000000,Gold,2.0,0.0,신규,
RPT-2026-096,시설물 파손,34.967363652800046,127.48257873969114,2026-04-01 19:02:37.000000,Platinum,3.0,0.0,신규,
RPT-2026-097,공사 구역,34.967486269170884,127.47520430635132,2026-04-01 19:30:12.000000,Silver,1.5,0.0,신규,
RPT-2026-098,불법 주차,34.9667852274952,127.47891054009662,2026-04-01 19:20:14.000000,Gold,2.0,0.6693904214040105,신규,
RPT-2026-099,재난,34.96830938582198,127.48105198670936,2026-04-01 19:02:07.000000,Platinum,3.0,0.0,신규,
SCN-A-0,시설물 파손,34.968,127.48,2026-04-01 19:40:03.441316,Platinum,3.0,0.0,신규,
SCN-A-1,시설물 파손,34.968,127.48,2026-04-01 19:35:03.441316,Platinum,3.0,0.0,신규,
SCN-A-2,시설물 파손,34.968,127.48,2026-04-01 19:30:03.441316,Platinum,3.0,0.0,신규,
SCN-B-SINGLE,불법 주차,34.969,127.481,2026-04-01 19:40:03.441316,Iron,1.0,0.4943,신규,193보2803
>>>>>>> 89cde61 (fix: App.jsx 클릭 에러 수정중,  전체 프로젝트 업데이트)
