<<<<<<< HEAD
﻿report_id,category,latitude,longitude,timestamp,user_trust,status
RPT-2026-056,불법 주차,34.96815372645625,127.47685320800409,2026-03-23 10:46:22,0.4,신규
RPT-2026-057,재난,34.96813072015365,127.47835376368671,2026-03-24 06:13:52,0.55,신규
RPT-2026-058,교내 위험물,34.96918097674865,127.4795139548436,2026-03-26 11:13:07,0.7,신규
RPT-2026-059,시설물 파손,34.966757377075886,127.483848694989,2026-03-23 16:19:07,0.74,신규
RPT-2026-060,불법 주차,34.965215461689475,127.4778658106675,2026-03-25 20:21:32,0.24,신규
RPT-2026-061,공사 구역,34.969889776376874,127.48268600407593,2026-03-25 06:44:18,0.26,신규
RPT-2026-062,시설물 파손,34.966711727796266,127.48001713861541,2026-03-23 03:43:44,0.66,신규
RPT-2026-063,불법 주차,34.965297639049965,127.48427387453019,2026-03-24 08:11:23,0.42,신규
RPT-2026-064,불법 주차,34.9665150279273,127.48033593545125,2026-03-26 21:52:53,0.39,신규
RPT-2026-065,불법 주차,34.967881579390856,127.48063554762152,2026-03-25 02:47:55,0.47,신규
RPT-2026-066,불법 주차,34.96688900998578,127.47832734537529,2026-03-23 07:08:37,0.79,신규
RPT-2026-067,재난,34.96732979905681,127.47707041831501,2026-03-28 00:19:03,0.46,신규
RPT-2026-068,공사 구역,34.967102775410986,127.48451292888163,2026-03-28 22:07:44,0.45,신규
RPT-2026-069,위험 운전,34.96586028767561,127.47811919935586,2026-03-23 08:51:46,0.59,신규
RPT-2026-070,재난,34.96952451482573,127.47768945389387,2026-03-27 08:43:09,0.75,신규
RPT-2026-071,재난,34.96696123253028,127.48062021914343,2026-03-28 00:27:16,0.32,신규
RPT-2026-072,교내 위험물,34.968707189625604,127.47775168961378,2026-03-24 01:07:51,0.16,신규
RPT-2026-073,위험 운전,34.96734407789144,127.48018663465095,2026-03-23 03:01:57,0.77,신규
RPT-2026-074,공사 구역,34.967224761414684,127.48020322472709,2026-03-25 00:05:35,0.68,신규
RPT-2026-075,시설물 파손,34.96928711643708,127.4847477945337,2026-03-27 04:22:04,0.28,신규
RPT-2026-076,교내 위험물,34.96893459174242,127.47833668757467,2026-03-27 09:27:35,0.48,신규
RPT-2026-077,위험 운전,34.9684081439602,127.48198708169272,2026-03-24 17:02:34,0.57,신규
RPT-2026-078,교내 위험물,34.96666456529878,127.48291887357328,2026-03-23 13:07:43,0.51,신규
RPT-2026-079,시설물 파손,34.96814155649692,127.47932822596506,2026-03-22 20:27:13,0.45,신규
RPT-2026-080,교내 위험물,34.96540136049149,127.4776217199854,2026-03-23 06:53:31,0.17,신규
RPT-2026-081,불법 주차,34.96756228845725,127.48412922334671,2026-03-28 06:40:28,0.24,신규
RPT-2026-082,시설물 파손,34.96808040115219,127.48289370469217,2026-03-24 10:50:59,0.43,신규
RPT-2026-083,교내 위험물,34.9667558894185,127.47538779725264,2026-03-29 09:11:14,0.47,신규
RPT-2026-084,시설물 파손,34.96912125088646,127.47959431818401,2026-03-25 22:56:52,0.22,신규
RPT-2026-085,불법 주차,34.96810476062354,127.47932745599013,2026-03-23 17:27:49,0.73,신규
RPT-2026-086,공사 구역,34.967329556666286,127.47804610305349,2026-03-24 23:24:25,0.57,신규
RPT-2026-087,재난,34.96830777730563,127.48487114597751,2026-03-25 04:03:05,0.83,신규
RPT-2026-088,재난,34.968235293685055,127.47953676476652,2026-03-24 10:24:35,0.31,신규
RPT-2026-089,불법 주차,34.965074472851626,127.48245785551664,2026-03-25 10:07:47,0.26,신규
RPT-2026-090,시설물 파손,34.965087935180904,127.48195861898907,2026-03-24 01:43:48,0.48,신규
RPT-2026-091,공사 구역,34.9678492536298,127.47898160520938,2026-03-29 02:41:14,0.4,신규
RPT-2026-092,공사 구역,34.96860642425671,127.47636605657978,2026-03-25 20:04:27,0.39,신규
RPT-2026-093,공사 구역,34.96535915371387,127.48326218282602,2026-03-23 14:09:40,0.36,신규
RPT-2026-094,시설물 파손,34.966062696203366,127.48388275228855,2026-03-25 18:44:01,0.25,신규
RPT-2026-095,교내 위험물,34.96830242384995,127.4757564436981,2026-03-27 12:30:16,0.7,신규
RPT-2026-096,재난,34.969040295043364,127.48466103935608,2026-03-25 15:44:04,0.72,신규
RPT-2026-097,교내 위험물,34.968947325351124,127.48240809691012,2026-03-23 01:55:55,0.76,신규
RPT-2026-098,불법 주차,34.967235606768995,127.48278464372093,2026-03-22 21:38:09,0.22,신규
RPT-2026-099,불법 주차,34.96706779421816,127.47900559951623,2026-03-26 22:56:38,0.4,신규
=======
﻿report_id,category,latitude,longitude,timestamp,user_trust,status
RPT-2026-000,교내 위험물,34.968420982200726,127.48068535040306,2026-03-27 22:52:15,0.23,신규
RPT-2026-001,재난,34.96949895739809,127.48332395212914,2026-03-24 06:38:51,0.77,신규
RPT-2026-002,시설물 파손,34.96952996154762,127.48498962856003,2026-03-24 16:45:29,0.87,신규
RPT-2026-003,교내 위험물,34.966395021310966,127.47809160574964,2026-03-23 20:09:37,0.47,신규
RPT-2026-004,교내 위험물,34.965169915284946,127.4754550747607,2026-03-27 08:51:33,0.11,신규
RPT-2026-005,교내 위험물,34.9653215284664,127.47806300411213,2026-03-22 18:01:38,0.84,신규
RPT-2026-006,공사 구역,34.96823254551859,127.48482341783154,2026-03-23 20:47:15,0.23,신규
RPT-2026-007,공사 구역,34.96872484754899,127.47503206708942,2026-03-25 14:52:33,0.55,신규
RPT-2026-008,공사 구역,34.96969762043266,127.48499237694708,2026-03-28 07:54:01,0.42,신규
RPT-2026-009,재난,34.96947553093067,127.47549394492806,2026-03-24 02:09:36,0.72,신규
RPT-2026-010,재난,34.96855707873297,127.48203563351848,2026-03-23 17:30:53,0.17,신규
RPT-2026-011,공사 구역,34.9660744767123,127.47847151763351,2026-03-28 03:32:17,0.6,신규
RPT-2026-012,공사 구역,34.965118327135606,127.48459243982593,2026-03-28 23:01:38,0.76,신규
RPT-2026-013,불법 주차,34.96750103125136,127.47510895958399,2026-03-27 16:18:48,0.39,신규
RPT-2026-014,재난,34.966350535048996,127.47927593011929,2026-03-23 13:08:33,0.6,신규
RPT-2026-015,교내 위험물,34.96854969634451,127.4772105829359,2026-03-28 06:25:01,0.52,신규
RPT-2026-016,불법 주차,34.96795915514474,127.47619217388109,2026-03-27 12:09:45,0.34,신규
RPT-2026-017,시설물 파손,34.96585807640513,127.48261081004271,2026-03-27 17:54:35,0.55,신규
RPT-2026-018,시설물 파손,34.969824436500836,127.48489061809585,2026-03-26 06:11:03,0.79,신규
RPT-2026-019,공사 구역,34.96712848893056,127.47647811760126,2026-03-26 15:49:01,0.18,신규
RPT-2026-020,위험 운전,34.967822661001016,127.48375788518673,2026-03-27 11:13:59,0.88,신규
RPT-2026-021,교내 위험물,34.96987793549972,127.47877991616916,2026-03-28 21:15:07,0.82,신규
RPT-2026-022,위험 운전,34.96549514482628,127.47785859550693,2026-03-24 18:46:42,0.58,신규
RPT-2026-023,불법 주차,34.96800923361658,127.48450542900216,2026-03-24 18:37:08,0.69,신규
RPT-2026-024,시설물 파손,34.96661702640269,127.48326394672324,2026-03-25 11:37:49,0.43,신규
RPT-2026-025,시설물 파손,34.9660940004737,127.47689647573868,2026-03-25 18:14:16,0.54,신규
RPT-2026-026,재난,34.96588011753344,127.4845883175682,2026-03-23 19:33:43,0.68,신규
RPT-2026-027,재난,34.96961555428268,127.48099126167575,2026-03-27 15:49:31,0.34,신규
RPT-2026-028,시설물 파손,34.96719154419211,127.4784152718663,2026-03-27 15:20:17,0.46,신규
RPT-2026-029,위험 운전,34.96853389546232,127.47888788889674,2026-03-25 01:08:25,0.68,신규
RPT-2026-030,재난,34.967780918613876,127.47729598071695,2026-03-26 10:06:30,0.84,신규
RPT-2026-031,교내 위험물,34.966321142639885,127.48148333516595,2026-03-26 03:58:18,0.56,신규
RPT-2026-032,시설물 파손,34.96954159978276,127.48105536279449,2026-03-22 22:20:49,0.29,신규
RPT-2026-033,위험 운전,34.968452593994854,127.48033277651002,2026-03-25 03:25:57,0.62,신규
RPT-2026-034,위험 운전,34.96633793086934,127.48116929071865,2026-03-23 03:50:19,0.48,신규
RPT-2026-035,공사 구역,34.9658884004561,127.4759394289221,2026-03-24 08:44:48,0.83,신규
RPT-2026-036,위험 운전,34.96867664898707,127.47954300248338,2026-03-29 03:22:36,0.85,신규
RPT-2026-037,위험 운전,34.9698485949186,127.48271077666551,2026-03-25 14:43:23,0.56,신규
RPT-2026-038,교내 위험물,34.96733276796159,127.48051093710252,2026-03-24 23:29:48,0.31,신규
RPT-2026-039,공사 구역,34.9693281060452,127.48385185128592,2026-03-22 19:05:01,0.7,신규
RPT-2026-040,교내 위험물,34.967226392000505,127.48338130049254,2026-03-28 13:04:01,0.12,신규
RPT-2026-041,공사 구역,34.96750512756224,127.48245852034177,2026-03-25 12:09:00,0.57,신규
RPT-2026-042,교내 위험물,34.96915275743953,127.47724237951437,2026-03-26 03:22:03,0.55,신규
RPT-2026-043,교내 위험물,34.96512836928096,127.48147511274358,2026-03-22 19:09:29,0.73,신규
RPT-2026-044,공사 구역,34.967523544109056,127.47725025736996,2026-03-27 19:17:15,0.47,신규
RPT-2026-045,재난,34.968341654576555,127.48121288767865,2026-03-24 20:01:32,0.9,신규
RPT-2026-046,공사 구역,34.96995068252099,127.47629047808498,2026-03-23 12:10:11,0.79,신규
RPT-2026-047,위험 운전,34.966889098041456,127.48023740250409,2026-03-24 17:02:02,0.36,신규
RPT-2026-048,재난,34.96637823138253,127.4849111501069,2026-03-24 13:00:53,0.34,신규
RPT-2026-049,불법 주차,34.96772073485994,127.48416037037418,2026-03-27 01:41:43,0.5,신규
RPT-2026-050,위험 운전,34.9659243300105,127.47979840329447,2026-03-29 11:24:08,0.25,신규
RPT-2026-051,재난,34.9659373898542,127.483659979898,2026-03-28 21:44:54,0.11,신규
RPT-2026-052,재난,34.96604649029167,127.48209758984213,2026-03-23 08:09:02,0.3,신규
RPT-2026-053,재난,34.968928699126025,127.47846670528506,2026-03-24 22:15:56,0.39,신규
RPT-2026-054,공사 구역,34.96570786840944,127.47938114640006,2026-03-24 23:40:47,0.17,신규
RPT-2026-055,공사 구역,34.96695179134952,127.47938595111552,2026-03-25 22:43:05,0.15,신규
RPT-2026-056,불법 주차,34.96815372645625,127.47685320800409,2026-03-23 10:46:22,0.4,신규
RPT-2026-057,재난,34.96813072015365,127.47835376368671,2026-03-24 06:13:52,0.55,신규
RPT-2026-058,교내 위험물,34.96918097674865,127.4795139548436,2026-03-26 11:13:07,0.7,신규
RPT-2026-059,시설물 파손,34.966757377075886,127.483848694989,2026-03-23 16:19:07,0.74,신규
RPT-2026-060,불법 주차,34.965215461689475,127.4778658106675,2026-03-25 20:21:32,0.24,신규
RPT-2026-061,공사 구역,34.969889776376874,127.48268600407593,2026-03-25 06:44:18,0.26,신규
RPT-2026-062,시설물 파손,34.966711727796266,127.48001713861541,2026-03-23 03:43:44,0.66,신규
RPT-2026-063,불법 주차,34.965297639049965,127.48427387453019,2026-03-24 08:11:23,0.42,신규
RPT-2026-064,불법 주차,34.9665150279273,127.48033593545125,2026-03-26 21:52:53,0.39,신규
RPT-2026-065,불법 주차,34.967881579390856,127.48063554762152,2026-03-25 02:47:55,0.47,신규
RPT-2026-066,불법 주차,34.96688900998578,127.47832734537529,2026-03-23 07:08:37,0.79,신규
RPT-2026-067,재난,34.96732979905681,127.47707041831501,2026-03-28 00:19:03,0.46,신규
RPT-2026-068,공사 구역,34.967102775410986,127.48451292888163,2026-03-28 22:07:44,0.45,신규
RPT-2026-069,위험 운전,34.96586028767561,127.47811919935586,2026-03-23 08:51:46,0.59,신규
RPT-2026-070,재난,34.96952451482573,127.47768945389387,2026-03-27 08:43:09,0.75,신규
RPT-2026-071,재난,34.96696123253028,127.48062021914343,2026-03-28 00:27:16,0.32,신규
RPT-2026-072,교내 위험물,34.968707189625604,127.47775168961378,2026-03-24 01:07:51,0.16,신규
RPT-2026-073,위험 운전,34.96734407789144,127.48018663465095,2026-03-23 03:01:57,0.77,신규
RPT-2026-074,공사 구역,34.967224761414684,127.48020322472709,2026-03-25 00:05:35,0.68,신규
RPT-2026-075,시설물 파손,34.96928711643708,127.4847477945337,2026-03-27 04:22:04,0.28,신규
RPT-2026-076,교내 위험물,34.96893459174242,127.47833668757467,2026-03-27 09:27:35,0.48,신규
RPT-2026-077,위험 운전,34.9684081439602,127.48198708169272,2026-03-24 17:02:34,0.57,신규
RPT-2026-078,교내 위험물,34.96666456529878,127.48291887357328,2026-03-23 13:07:43,0.51,신규
RPT-2026-079,시설물 파손,34.96814155649692,127.47932822596506,2026-03-22 20:27:13,0.45,신규
RPT-2026-080,교내 위험물,34.96540136049149,127.4776217199854,2026-03-23 06:53:31,0.17,신규
RPT-2026-081,불법 주차,34.96756228845725,127.48412922334671,2026-03-28 06:40:28,0.24,신규
RPT-2026-082,시설물 파손,34.96808040115219,127.48289370469217,2026-03-24 10:50:59,0.43,신규
RPT-2026-083,교내 위험물,34.9667558894185,127.47538779725264,2026-03-29 09:11:14,0.47,신규
RPT-2026-084,시설물 파손,34.96912125088646,127.47959431818401,2026-03-25 22:56:52,0.22,신규
RPT-2026-085,불법 주차,34.96810476062354,127.47932745599013,2026-03-23 17:27:49,0.73,신규
RPT-2026-086,공사 구역,34.967329556666286,127.47804610305349,2026-03-24 23:24:25,0.57,신규
RPT-2026-087,재난,34.96830777730563,127.48487114597751,2026-03-25 04:03:05,0.83,신규
RPT-2026-088,재난,34.968235293685055,127.47953676476652,2026-03-24 10:24:35,0.31,신규
RPT-2026-089,불법 주차,34.965074472851626,127.48245785551664,2026-03-25 10:07:47,0.26,신규
RPT-2026-090,시설물 파손,34.965087935180904,127.48195861898907,2026-03-24 01:43:48,0.48,신규
RPT-2026-091,공사 구역,34.9678492536298,127.47898160520938,2026-03-29 02:41:14,0.4,신규
RPT-2026-092,공사 구역,34.96860642425671,127.47636605657978,2026-03-25 20:04:27,0.39,신규
RPT-2026-093,공사 구역,34.96535915371387,127.48326218282602,2026-03-23 14:09:40,0.36,신규
RPT-2026-094,시설물 파손,34.966062696203366,127.48388275228855,2026-03-25 18:44:01,0.25,신규
RPT-2026-095,교내 위험물,34.96830242384995,127.4757564436981,2026-03-27 12:30:16,0.7,신규
RPT-2026-096,재난,34.969040295043364,127.48466103935608,2026-03-25 15:44:04,0.72,신규
RPT-2026-097,교내 위험물,34.968947325351124,127.48240809691012,2026-03-23 01:55:55,0.76,신규
RPT-2026-098,불법 주차,34.967235606768995,127.48278464372093,2026-03-22 21:38:09,0.22,신규
RPT-2026-099,불법 주차,34.96706779421816,127.47900559951623,2026-03-26 22:56:38,0.4,신규
>>>>>>> 89cde61 (fix: App.jsx 클릭 에러 수정중,  전체 프로젝트 업데이트)
